,CRASH REPORT NUMBER,CRASH DATE,CRASH YEAR,MONTH,DAY OF MONTH,DAY OF WEEK,TIME OF CRASH,HOUR OF CRASH,COUNTY,CRASH LOCATION (CITY OR RURAL),REPORTING AGENCY,STREET,STREET LOCATION,PRIMARY STREET,SECONDARY STREET,CRASH SEVERITY,CRASH CLASSIFICATION,CRASH ANALYSIS,HIGHEST CONTRIBUTING FACTOR TO CRASH,NUMBER OF PEOPLE IN CRASH,NUMBER OF PEOPLE KILLED,NUMBER OF PEOPLE WITH INCAPACITATING INJURIES,NUMBER OF PEOPLE WITH VISIBLE INJURIES,NUMBER OF PEOPLE WITH NON-VISIBLE INJURIES,NUMBER OF PEOPLE NOT INJURED,NUMBER OF VEHICLES INVOLVED,ALCOHOL INVOLVEMENT,DRUG INVOLVEMENT,PEDESTRIAN INVOLVEMENT,MOTORCYCLE INVOLVEMENT,PEDALCYCLE INVOLVEMENT,HEAVY TRUCK INVOLVEMENT,HAZARDOUS MATERIAL INVOLVEMENT,LIGHTING,WEATHER,HIT AND RUN CRASH,MAXIMUM VEHICLE DAMAGE,HIGHEST ENFORCEMENT ACTION,STATE HIGHWAY DEPT. PROPERTY,"ROAD SYSTEM--RURAL, URBAN, OR INTERSTATE",HIGHWAY ELEMENT,FIRST HARMFUL EVENT OCCURRED,ROAD CHARACTER,ROAD GRADE,DIRECTION OF VEHICLE WITH HIGHEST CONTRIBUTING FACTOR,DIRECTION FROM INTERSECTION,FEET FROM INTERSECTION,MILES FROM INTERSECTION,AMBULANCE NAME,UTM_X,UTM_Y,WGS_X,WGS_Y,MERGED STREETS
1953,10105595,4/5/03,2003,April,5,Saturday,1612,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,PRINCETON DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,WARNING,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6158,35.0773,"LEAD AVE SE, PRINCETON DR SE"
1954,10086564,4/5/03,2003,April,5,Saturday,1804,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD NE,Injury Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Excessive Speed,3,0,0,0,1,2,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,EAST,40,0,,,,,,"LEAD AVE SE, UNIVERSITY BLVD NE"
1955,10107318,4/14/03,2003,April,14,Monday,1047,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Property Damage Only Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Made Improper Turn,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
1956,10086562,4/15/03,2003,April,15,Tuesday,1719,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MULBERRY ST NE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Driver Inattention,3,0,0,0,0,3,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,EAST,50,0,,,,,,"LEAD AVE SE, MULBERRY ST NE"
1957,10107362,4/17/03,2003,April,17,Thursday,1805,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Wind,,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,W,UNKNOWN OR N/A,0,0,,,,-106.6274,35.0784,"UNIVERSITY BLVD SE, LEAD AVE SE"
1958,10086806,4/18/03,2003,April,18,Friday,848,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD SE,LEAD AVE SE,Injury Crash,Parked Vehicle,Vehicle Parked in Proper Location,Disregarded Traffic Signal,3,0,0,0,2,1,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,S,U,9998,0,AAS,,,-106.6274,35.0784,"UNIVERSITY BLVD SE, LEAD AVE SE"
1959,407030,4/22/03,2003,April,22,Tuesday,1310,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MESA ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Rear End Collision,Improper Lane Change,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Functional,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,EAST,20,0,,,,,,"LEAD AVE SE, MESA ST SE"
1960,10011936,4/27/03,2003,April,27,Sunday,145,1,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,3,0,0,0,0,3,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
1961,10060530,4/29/03,2003,April,29,Tuesday,1651,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1962,10011159,5/5/03,2003,May,5,Monday,1717,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,PINE ST SE,LEAD AVE SE,Injury Crash,Pedalcyclist,Pedalcyclist Struck Vehicle,Driver Inattention,3,0,0,1,0,2,2,Not Involved,,Not Involved,Not Involved,Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,NONE/NOT STATED,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,S,NORTH,100,0,,,,,,"PINE ST SE, LEAD AVE SE"
1963,31861,5/7/03,2003,May,7,Wednesday,1500,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SW,2ND ST SW,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,4,0,0,1,1,2,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,AMB,,,-106.6498,35.0813,"LEAD AVE SW, 2ND ST SW"
1964,10056984,5/8/03,2003,May,8,Thursday,830,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,CEDAR ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Following Too Closely,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,-106.634,35.0793,"LEAD AVE SE, CEDAR ST SE"
1965,10094777,5/11/03,2003,May,11,Sunday,1303,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,OAK ST SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Driver Inattention,6,0,0,0,0,6,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.6368,35.0796,"LEAD AVE SE, OAK ST SE"
1966,10106187,5/12/03,2003,May,12,Monday,1619,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - One Left Turn/Entering At Angle,Failed to Yield Right of Way,5,0,0,0,0,5,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,,,"UNIVERSITY BLVD NE, LEAD AVE SE"
1967,10094154,5/12/03,2003,May,12,Monday,1621,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MESA ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,4,0,0,0,0,4,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,,,"LEAD AVE SE, MESA ST SE"
1968,10055032,5/22/03,2003,May,22,Thursday,1430,14,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,OAK ST SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.6368,35.0796,"OAK ST SE, LEAD AVE SE"
1969,10086823,5/22/03,2003,May,22,Thursday,1621,16,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SYCAMORE ST SE,Injury Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Driver Inattention,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,WEST,15,0,,,,-106.6321,35.079,"LEAD AVE SE, SYCAMORE ST SE"
1970,10094618,5/25/03,2003,May,25,Sunday,2131,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MAPLE ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,,Appearance,NONE,,Urban,INTERSECTION,On Roadway,CURVE,Level,W,UNKNOWN OR N/A,0,0,,,,-106.631,35.0788,"LEAD AVE SE, MAPLE ST SE"
1971,10107432,5/26/03,2003,May,26,Monday,1059,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,GIRARD BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Driver Inattention,3,0,1,1,0,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,ALB AMB,,,-106.6133,35.0773,"GIRARD BLVD SE, LEAD AVE SE"
1972,10103233,5/26/03,2003,May,26,Monday,1306,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,YALE BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Leave Driveway Access,Failed to Yield Right of Way,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,CITATION,,Urban,DRIVEWAY ACCESS,On Roadway,STRAIGHT,Level,S,SOUTH,100,0,,,,-106.6221,35.0775,"YALE BLVD SE, LEAD AVE SE"
1973,10106962,5/30/03,2003,May,30,Friday,1313,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BUENA VISTA DR SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Improper Overtaking,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.624,35.078,"LEAD AVE SE, BUENA VISTA DR SE"
1974,10057274,5/31/03,2003,May,31,Saturday,839,8,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,BROADWAY BLVD SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,4,0,0,0,2,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.6452,35.0807,"BROADWAY BLVD SE, LEAD AVE SE"
1975,10056985,6/11/03,2003,June,11,Wednesday,1045,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,UNIVERSITY BLVD NE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - From Opposite Direction/One Left Turn,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Missing Data,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,On Grade,S,UNKNOWN OR N/A,0,0,,,,,,"UNIVERSITY BLVD NE, LEAD AVE SE"
1976,10093746,6/11/03,2003,June,11,Wednesday,224,2,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,YALE BLVD SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,CURVE,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6221,35.0775,"YALE BLVD SE, LEAD AVE SE"
1977,10094032,6/14/03,2003,June,14,Saturday,2130,21,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Lighted,Clear,Yes,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6274,35.0784,"LEAD AVE SE, UNIVERSITY BLVD SE"
1978,10095685,6/16/03,2003,June,16,Monday,1329,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BROADWAY BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Vehicle Backing,Driver Inattention,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Dip,,U,9998,0,,,,-106.6452,35.0807,"LEAD AVE SE, BROADWAY BLVD SE"
1979,10105862,6/16/03,2003,June,16,Monday,1840,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,TULANE DR SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - From Same Direction/Sideswipe Collision,Improper Lane Change,4,0,0,0,0,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,-106.607,35.0773,"LEAD AVE SE, TULANE DR SE"
1980,10107910,6/17/03,2003,June,17,Tuesday,1650,16,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,OAK ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Appearance,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Level,W,U,9998,0,,,,-106.6368,35.0796,"LEAD AVE SE, OAK ST SE"
1981,10151520,6/19/03,2003,June,19,Thursday,1650,16,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,OAK ST SE,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/One Stopped,Driverless Moving Vehicle,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,-106.6368,35.0796,"LEAD AVE SE, OAK ST SE"
1982,412710,6/19/03,2003,June,19,Thursday,416,4,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,PINE ST SE,Property Damage Only Crash,Fixed Object,Fixed Object - Median Raised Or Curb,Disregarded Traffic Signal,1,0,0,0,0,1,1,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,On Grade,W,U,9998,0,,,,-106.628,35.0785,"LEAD AVE SE, PINE ST SE"
1983,10107113,6/22/03,2003,June,22,Sunday,1838,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,GIRARD BLVD SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,WARNING,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.6133,35.0773,"LEAD AVE SE, GIRARD BLVD SE"
1984,10107114,6/23/03,2003,June,23,Monday,1507,15,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,SPRUCE ST SE,Property Damage Only Crash,Other Vehicle,Non-Intersection - One Vehicle/Stopped Traffic,Excessive Speed,4,0,0,0,0,4,4,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Disabling,CITATION,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,Level,W,EAST,30,0,,,,-106.633,35.0791,"LEAD AVE SE, SPRUCE ST SE"
1985,10093656,6/24/03,2003,June,24,Tuesday,1853,18,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,RICHMOND DR SE,LEAD AVE SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Passed Stop Sign,7,0,0,0,1,6,3,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,,Functional,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,,,"RICHMOND DR SE, LEAD AVE SE"
1986,10019344,6/24/03,2003,June,24,Tuesday,955,9,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,LOCUST ST SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.638,35.0798,"LEAD AVE SE, LOCUST ST SE"
1987,362472,6/26/03,2003,June,26,Thursday,710,7,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,BROADWAY BLVD SE,Injury Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.6452,35.0807,"LEAD AVE SE, BROADWAY BLVD SE"
1988,10019938,7/1/03,2003,July,1,Tuesday,1344,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,MULBERRY ST SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/One Left Turn,Made Improper Turn,5,0,0,0,1,4,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.636,35.0795,"LEAD AVE SE, MULBERRY ST SE"
1989,531365,7/4/03,2003,July,4,Friday,1002,10,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,PINE ST SE,Injury Crash,Parked Vehicle,Vehicle Parked in Proper Location,Alcohol/Drug Involved,1,0,0,0,1,0,3,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,BOOKED,,Urban,NON-INTERSECTION,On Roadway,STRAIGHT,On Grade,W,U,9998,0,ALBQ AMB,,,-106.628,35.0785,"LEAD AVE SE, PINE ST SE"
1990,424505,7/8/03,2003,July,8,Tuesday,1251,12,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,UNIVERSITY BLVD SE,Injury Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Driver Inattention,2,0,0,0,1,1,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,Hillcrest,W,U,9998,0,,,,-106.6274,35.0784,"LEAD AVE SE, UNIVERSITY BLVD SE"
1991,10155683,7/15/03,2003,July,15,Tuesday,1350,13,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SW,2ND ST SW,Property Damage Only Crash,Other Vehicle,Intersection - From Same Direction/Both Going Straight,Failed to Yield Right of Way,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,NONE,,Urban,INTER. RELATED,On Roadway,STRAIGHT,On Grade,W,EAST,20,0,,,,-106.6498,35.0813,"LEAD AVE SW, 2ND ST SW"
1992,381907,7/17/03,2003,July,17,Thursday,2215,22,BERNALILLO,ALBUQUERQUE,STATION REPORT,LEAD,PRIMARY,LEAD AVE SE,WALTER ST SE,Property Damage Only Crash,Fixed Object,Fixed Object - Construction Material/Equipment,Excessive Speed,1,0,0,0,0,1,1,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Dark-Not Lighted,Clear,,Disabling,NONE,,Urban,NON-INTERSECTION,Off Roadway,STRAIGHT,Hillcrest,S,U,9998,0,,,,-106.6416,35.0802,"LEAD AVE SE, WALTER ST SE"
1993,10001212,7/21/03,2003,July,21,Monday,1739,17,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,TULANE DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Alcohol/Drug Involved,2,0,0,0,0,2,2,Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,Yes,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.607,35.0773,"LEAD AVE SE, TULANE DR SE"
1994,10070913,7/22/03,2003,July,22,Tuesday,1140,11,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,PRIMARY,LEAD AVE SE,TULANE DR SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Driver Inattention,2,0,0,0,0,2,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Disabling,NONE,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,W,UNKNOWN OR N/A,0,0,,,,-106.607,35.0773,"LEAD AVE SE, TULANE DR SE"
1995,10060921,7/25/03,2003,July,25,Friday,915,9,BERNALILLO,ALBUQUERQUE,ALBUQUERQUE POLICE DEPARTMENT,LEAD,SECONDARY,LOCUST ST SE,LEAD AVE SE,Property Damage Only Crash,Other Vehicle,Intersection - Both Going Straight/Entering At Angle,Disregarded Traffic Signal,3,0,0,0,0,3,2,Not Involved,,Not Involved,Not Involved,Not Involved,Not Involved,Not Involved,Daylight,Clear,,Functional,CITATION,,Urban,INTERSECTION,On Roadway,STRAIGHT,Level,N,UNKNOWN OR N/A,0,0,,,,-106.638,35.0798,"LOCUST ST SE, LEAD AVE SE"
